NU_INSCRICAO,NU_NOTA_MT
423f663aaee77c38e58585eed1d6164b18dae6a9,724.7519999999979
a37041fe535e08c231eec6123adcb360bec38dc3,427.6956666666682
61a424fee2d81fec9768fe7abbd8878a7507349e,493.2640000000005
7297c5cec48d58af05072b3e08162279b4d84893,0.0
c3f2d9b6fbddfc7deb60e585550b5769bb84155d,419.0013333333334
8e71edced750c85206ab24012602994cf8140059,383.4173333333334
df3337f202feb4e25f9037e025a00dc1da944a80,600.6656666666687
982d23fda111c3cd84f162b83df3c3a7256ea0a8,0.0
e2a4c390f30c56e9a345732a7ca8104f27e14572,594.6976666666667
fa96320abd17f81bd704521f2fdc09702abae976,514.5843333333333
0509ef3abb62120a9391fd4fc1c92ffe3710b517,533.3396666666672
ef0f02e5a1e84942b54681be04e52a8674f1deaa,487.4609999999997
c791bda7a631497bafbe7e2e07877ecf160304b3,0.0
9a51b87424facc3b25f74f90e61e8eac980989ab,566.180999999999
8fde64a7e331806df71e2596ff2f31497ca78c11,0.0
935dc60b90aa6c8fec5b2ef1c077e20a80b22281,415.07500000000135
0e25c18ed0963e310cddefbe4108979d90de7cde,424.07566666666787
c9cc22f1eaebbcca77c6bb957025e06140e5e66e,0.0
7412efb0d0534ded282ce1c9a88af54e0f36644a,381.99800000000135
a317a600ba63341955c268d0265811e0c3dd20b4,767.6610000000005
013aec9f853e85d9125afe09d4b7da26d7a1e24d,0.0
96c66b6fc92ae61270db0ef1da346eca6cf54130,0.0
7346c03052846aa78675d7564013e0e959ab38cf,511.62966666666665
bbc6dd9a5f9ea38a105623c1fcefc4134ff924bb,513.084666666667
fbcb0c5858209a6c1dfe9f39ac6e3de3921c7ad8,0.0
a5cde16bee45b732e31c8c55b2fec1b79ff97046,502.76166666666677
d40fd9c5076e9e3e181bf2e5dafaebea38783122,0.0
64a8625af4fb1714805c4634f669fb17ad67310d,417.47200000000106
bc74e294b8d0745d3316d18ed9b84ae852cfcc4b,427.0999999999985
631cbb3274685fd161978d39c814bbf613179ebb,430.3356666666656
331c6c1f7f917784cad0f75120e892fa61296e5f,0.0
b4a02129a2eb2e48caeb8ee1f90e6edd20e47e90,0.0
dd613c57f86bb9ed90f1859eb25ec8385a9222de,448.6726666666653
613ecb6c0cdd09672c811fa06948a5d3a4b04cc7,450.4483333333348
fd01057f860dd501429e3fa05a345cf0941e1782,626.2339999999981
5d6120142a65f758b1378db4e0175176746f9b47,0.0
a79131b85ffd8fdb7990836680caf5ef1b1bc137,487.5816666666651
e956cf0f82a12a3291a034ba31e4e8d119509011,397.7966666666665
a9440d9cf9fdfb36eef43048e47442cce8d2bfcc,0.0
86d196a219cae0044d965f6341c3ac1f2bf69160,548.7586666666663
50658f747ae7bf59db92f743b02abde5a78d2d37,459.5046666666684
fee82fb15bfcf8a1460da7284b27693af1b3c7c6,428.3473333333334
178e54e0c2c843aab3cfacfdf64d9a4ff9ab7f6a,391.7673333333333
8574358c516e58f620c8063cb0a6f86ed4e896a9,2.8973333333333335
435c46251799dec015a57481036758c028791464,0.0
2ee7a82aef624c761dfae25a2ee5d4b552fd91f2,556.2560000000017
ae4c61f34afd8b719837177d0854ba0a210da3db,379.15300000000093
a044a1e547dad90f8608df7afd576a207c4001cd,449.25566666666515
1eed09ac852ef6ec407945f666b29d8fbc9b0d99,479.26966666666624
6841ec4a9efdcc54c0394357ec15a04618ec4d1d,396.75366666666787
1d709f367867af30acd11e992b6b6770b0a8faff,439.89733333333464
22f0f2792921dfd35360d9e91ac16dde2890d83c,491.4713333333335
ef011621482a9dee851c4ff350a276cbb7314cb4,461.13200000000165
a12c2c73d4ecbe11133723153943707ebd647c22,457.4883333333346
dd99aeae121391e0ddda912def34d3e98093ec78,393.4673333333349
644d571686fd5e9d84db086b287a01d2ab7f35d3,412.7116666666655
41ddda1e529dc0f4b7065dbb8b0ef5c2c8167689,490.3599999999998
cb54d1379bd45cde03b82f65905bbf84abd3baaf,400.22566666666654
da9217de5e24da3242e2192fc0e32128ae0ee669,498.82666666666483
cbebe25286f6785db241013338efe8ced4427f3b,391.20166666666773
a91cf55c506b57307a93e54c0e2bed3f889aec31,556.5499999999995
a1ab89a45a967e8460f3fcca4bc7aad54df3f10a,0.0
41f626a0c8b1acb4ef99d18435b02314f22e36f1,465.6309999999982
f9e84e5d4c05d430d3046cd48ea466c9e4b51e3a,547.0740000000004
cfeb4d4e13d8c174aa286b750b46d929be83fec7,570.719000000001
5acc586e0252b7837e16e7cfb9eb2c40d85572df,444.5816666666685
4917b708ea37473fab545cb80feda87bee2f7020,0.0
2b2c7754e0b1a7cad1a420939104bf18bf7c311f,508.405333333335
bf5a5d5f5b89cf2e081bd3dc5cf3692c1291c904,420.4796666666684
f49f7f2e0d78bcdb84ce69e01fadffb6e9ff6820,0.0
679e261a8f58126bc51f9a2c8f35211535971fd5,421.310333333332
2abd4f6c3caa0744057a073263caa9fd980e86dc,479.4593333333333
3aaaf07bb210d7bf8c0514a679d7023b4cf70e90,440.11200000000156
0dcf0661772b27e3c27b47c8b49b10873a885bc9,547.0319999999981
0243ca0a9fb9c73ec70af7426a672b4f82e285d0,461.948666666666
d32ba56d7e4a737b9dc6bc9aaabe0877c7aa6351,417.78966666666514
64910b7de826e43e06efb5189d2121fc1c7b89a3,479.9920000000003
f9b0df23ba93f29c3a4a288cfa118a6ebbfba238,666.3863333333309
df429919634724ded011840e9ed123a64bfddc51,588.0430000000016
ad5629145416eb13c028f552f7c73842b1b518eb,0.0
b8511161ed92ac59f3f68ea56dd6e282d5fe3e5b,414.77666666666534
8ad6f52bd6e75db2591cdfa2e0825592c5126b24,423.56133333333156
2a8433d61a278c8c517278e2a928965b93917dbb,524.2836666666666
3df05c7a16520c0b6ee3bff020b1db3254d30a89,472.343333333335
4ce4f5193c8b0d8535c598dc25228443fd844587,565.5863333333341
db529d5e8a4f8e796f838c1890af2633fc3c1f8e,378.40900000000016
95d456930262780ab8fedbaf728a56e27d20f94a,511.16299999999995
a213772281a825371e92702426333e276b4829c1,0.0
703edcd24769d5689a226e79ca67ad6e8058f0f7,434.8366666666657
4c04c61d4ac7ef0069100f0c0928f74912903374,422.1646666666678
70a9b7a6651ae35fb5b2d5a43437efce3d197b48,0.0
54516dd9e6563779a873da6b30c7d555c4266393,485.1416666666684
63bde33ebe9ad0fc963525afddcdcc9c08a6dfd6,0.0
80e055b7127d349877046be5cd73e00c4b32a50e,479.8300000000016
0bfb81fc02435247ec231ae57e63a32cd40fb6ec,0.0
45a1bbb07d55d1fb8a5ab2308ce2dbb6327a4fac,0.0
ea318e796ac368e5dff6ce8dcc96f1fcd4bc3b69,7.933333333333334
e06deaa01aef16d9d8f7c899866739286613cfd0,781.6663333333332
ff05e5229f273a2f8a6cbb5bbb257f13ef7eb7fb,508.30533333333324
5d0127d96fada25b0b7c0a592ffb3381ecfbc2a0,542.8243333333331
92b7e60904819773f82f0f53960c37ca2b144d39,482.0143333333325
1a84b93ca575062c006125529be406acef6ae975,511.6499999999987
23007cce9ebcfc405f7936f0ad632b0f038dd36f,495.8356666666666
7de403d4429cc1c870a8a14a4f2bc7a7df154ab4,460.2876666666678
d95f5ffe92b5ed584c03c94f4006e4a1af54cab9,455.18500000000137
8f8b07b4cd6b1833b394cc3adca1f8b13db9394b,411.1156666666654
870d15b8fe8132117039bba265a0e415674fb23d,425.41133333333397
b7f36943efe5e73389119254ce1d6def2cc46dd9,552.1676666666658
ee16cee0bc3e5136e8448f79193c3ea6c1380701,412.5103333333346
4c7cff8ef530f8e4255f49d55795c219c90956fe,551.9310000000008
aa63334a3db63e435c6026324cad73f7a695580c,472.15266666666685
9fb848ee57eb4463467ceb4776f8f75d8d9bc46a,395.9823333333345
626b48441bc0842e88eb5c8b24ca22f4587ccb3f,406.2376666666653
e0173a40a983e936c98ade21106765baba4b6509,0.0
a16a9720ced18d87e8da25fa6150236040dd989f,521.5300000000001
534a5ccc36206d81a5eb180e3b44728ee99d93cc,0.0
1aede9a35ae44485c71fa99918fd09aee7b96d1a,497.9503333333333
c671bb87e11ca791a91cfc65c12fee69df60a1a5,483.67499999999876
9f087def7c4ed4e75cc003afdb892580ff9836ec,0.0
40ff1e8dd8dab68f30b79a1be7de5f5caf866b22,464.1016666666674
1dffabe7887ad7774f308121a4c44e59e7c84733,381.26233333333477
996e46fded242b44525926fb1b068a12237463cb,0.0
67a1c4628edeb0b7d18d79c1aae2305afcf43a78,535.2383333333313
2c093c320ca1efdf66915d4e1ce0276cf790b52b,0.0
db8a097f3c3c131f6ebd18827ea877aa73a5786f,439.66833333333335
02056e28e3f24e8cfcc2ad918fa039b8652b22c4,450.8639999999989
9d0b2b0f07524167fbdd793161ef41c85991ed78,455.2356666666667
d11819fba8598143e712d2a5cc30c0943700cbfa,458.1463333333349
3044dcdbcac79761ee39d007357e199993672243,0.0
72b3b2d8b0e28ced371eb02557d32c6781c9a911,466.85266666666837
6d8eb423dfa4dd6603107f22bf47d3c9d4ee45c4,455.90500000000117
4758fbb0014058cf39b14f5a3da28a8c783f544f,369.6249999999989
879880729332b833c5d999f9798315df91a09b6f,452.3136666666676
eb52cfbb9539b3df4f9da8e5c7c2048ff2740a2a,0.0
c0b55225415b1e0500c89c89d77bfa7f2cbdb628,0.0
0490b06999ff7bd55c3450e763c5bbe1e063e8ba,523.1543333333335
6f699cc51c36bdd17d1ed85f157da410b4f08c81,650.123666666667
422b704b182db98fbad9ef42305450262faed770,468.11000000000183
ec09ff99813b44b59884229cfbc73487c2189b62,416.30399999999827
e8f114fa76becc281dd7a4a7635ff20237ce07a7,541.4286666666671
4c598ec0e87d00ca4e493a205015e6b62ec03876,0.0
5ddfb5290da0896a8333895230a2cf9981afd5cc,0.0
260e8c3d95203295bb59c8900c015fd54ebfb6aa,0.0
b1668db825d86ca7fdbc216a6db45dc4d9aeca04,565.8013333333326
0b50e2e922e6adcfba9f0ecf11ec687bb115eedf,496.5673333333332
d9b157c693c6ffd849736d4cf2d2c8beb0e7f649,477.9466666666649
3cb6e684ddf67cf30c2d8219862cac45698e72c2,1.26
23b856821be006a7b9243616d292267cb33c238c,0.0
298e708ed1b70160081078841f06a8275977c202,0.0
cc281b8cea7b5f4e712a44e04fa59b7c20f4cd4e,0.0
234aa8f4c45f5e41525896f9769efb1bce1af2cd,0.0
dd3217817b1f24c789d09e68c5244e71e215d0e4,502.8133333333336
302ed7aecc4d399aa51269e8aeb3ca5ae8d5f84d,0.0
1798818f9f29b837aa5d16c706d2cee37adacb4f,381.2696666666679
d6c84b684e1920613c3fe86973764bc9cadf5fdc,461.6799999999989
5d64bb76139ef9d3e495c0c2133d9920a85fa309,0.0
ab931c6836c180db71f1270edd6d7bff1308c4a6,426.8419999999987
226e439a30c9e22a19847a52703de2d5ba8f84a1,0.0
d17a817abbd7212c5b85e34749ea83c566bd7722,508.19833333333355
3243a0beb2215367deb36de2ff9563d640883cad,609.9593333333318
3b2ef94964ac055274c592bc59564e59639b5d03,589.2866666666688
7d61978f6ef45ac3921b672921d1d97614c3433d,524.0899999999998
beaca6729e86a7c795c498b6e25250ea891a48b8,0.0
92a20f2ba9e6acfebd78872dee9db3a5938976ff,395.4913333333346
bc58c3d366d4b7e9c243a548cb751e8e533b4b32,588.1923333333334
34710c677757dd60bf2b987d9d88168d47ff489c,0.0
19164ed50e680c3a2540da61a6511e41a129f63c,454.5153333333316
22969a21462062ec4859a24a3fd8f90a944cf666,571.5216666666663
d8667562160e206864f00c711711239fe730339c,0.0
4205f0e3f0e2cc1dbfadf39abfd026d6e94e6417,539.6530000000004
d7357cae59d62a3ab8dad91a33467c203de15630,0.0
748118dca277c81c45d063e06108347622756f60,448.6146666666656
5ed08f302065e80f21e75e0bf0cb9ec3a0e26650,442.8053333333342
9a4e0a98e0911cf6e50ae79e1efe2bdd55478345,466.7856666666668
4300eb0e3c525e1b33085c72ad0758e1ed096ad7,464.5250000000016
4d687faf193855d960b4c0140d83daec79342250,0.0
d1858d11b82fc1f76f5db44b9d305195f4d7a859,393.0060000000013
85e7211f5b3026f1f20491c7235b5aefbf698c38,0.0
8b512acad845df7958024f9f7d0e25ee9ca63950,0.0
19f9426b3ab192f8082e4c267f0674169bf03c49,555.543333333334
3ffea98ecb3ba33d1c35f91f69532196254d320b,512.1066666666687
5be7c442923ad05cd960db63eb07e6db831ee770,542.4626666666666
157abdc1514490d54d795223e37797546b08f1d2,578.4089999999987
9470d6424eeaa6400075a611c8a9ee811bd17481,482.65633333333324
b792c9b3b0209af4e1c28f7603c0b611a5350767,546.8813333333339
4abe1cfb874516bb7410bbe500e4ca00c5498c1a,609.0160000000014
a36ac52e4c160840f623058e129c165a3e4e14ea,487.0863333333333
9d8d5916a877657cbdab005ce884da843c6a5794,402.54966666666525
62025ee0ca1dc9292cf2aa25bbfab7621239af8a,0.0
8417148aa6a61c3d7195d0882c033e0ca4feac8a,401.35433333333464
afc8c322ba7cf046a637ae59cd3b14954ab7676c,535.643333333333
4eb963b67b233672f6913970e55cadc69fd0f7c1,521.2873333333335
8946aace137c8b101a3cd8446768b169ad5d8287,523.0163333333335
a4c6297925d40eb97c02275fb402dd8e0c287c7d,409.0050000000012
13adfb64fa65351b28caac16c9e3dc2bd749ebf2,469.35499999999837
fd65e43c337210250d22c7a39123539242a89a8b,418.197
fad8e20f3f328db7232bffe75e3c563194e0d684,442.94199999999825
bf97a3b04c49287b68dc40a25860a92c13970024,476.54033333333365
a6aeb258fdeffd377856230dfe83259a83665fd9,488.8816666666662
0d427f80fbdefb439b19f66b2f252a08d51133ca,482.6413333333333
8a172a5516a642e9229a8003b2500b5b5e4e5933,417.62233333333216
7d4bda1c9406e91ebb80981c6452cff5a7cdade0,695.9840000000016
529032e4fb1c01051a7c5ea7c19e3604b7acac18,0.0
55ae2fd7fd34a2579701f3a2eac9c8c24e465c27,427.56333333333447
cd842ad967b63c619c1e52e8ea47353a058ee5f8,420.18666666666815
bb31049ef206a53a10057752481a1559b9ee2275,0.0
f57c9f2164975bce98fc7391a5e176b62b0eb5c4,640.9433333333358
20fc7820a6fea2f5d4e23ae7beed2452090b8594,0.0
